-1.1755e-01,-1.0726e-01,-1.1342e-01,-1.8897e-01,-1.8616e-01,-2.0435e-01,-1.8505e-01,-3.2903e-01,-2.6220e-01,-2.3318e-01,-1.6130e-01,2.5390e-01,-5.7972e-02,-7.9262e-02,5.0862e-02,-5.4339e-02,-3.4973e-01,4.2449e-02,-1.1212e-01,3.1870e-01,1.4044e-01,2.7697e-01,1.6996e-01,3.9586e-01,2.8424e-01,1.6203e-01,2.9760e-01,2.5378e-01,2.7530e-01,2.8150e-01,2.4952e-01,9.0614e-02,-7.4600e-02,1.1291e-01,-1.1990e-01,-1.2721e-01,-1.0351e-01,-5.2725e-02,-7.8462e-02,-1.3335e-01,-3.6380e-02,-3.0469e-02,-4.9338e-02
-1.9543e-02,1.1105e-01,-8.9682e-02,1.8654e-01,-2.4634e-01,9.8501e-02,-1.2419e-01,-7.8571e-02,2.9047e-02,1.0214e-01,3.3613e-01,-1.6689e-01,2.4426e-02,2.0391e-01,1.6277e-01,1.1648e-01,-1.0727e-01,-2.5557e-02,-3.0318e-01,-3.2392e-02,-1.2167e-01,-1.6221e-01,-9.4367e-03,-7.4184e-02,-7.8562e-02,2.1391e-01,-2.5487e-01,-2.6790e-01,-9.3869e-02,8.8467e-02,-1.3673e-01,2.7460e-02,-6.0639e-02,2.5709e-01,5.7558e-02,5.2101e-01,6.6976e-03,1.3662e-01,3.3384e-03,1.1118e-01,-1.6170e-01,-1.3120e-01,5.7737e-02
-1.1025e-02,1.4694e-02,5.1971e-02,-3.7328e-02,-1.2579e-02,3.8259e-02,-4.1790e-02,1.1604e-02,1.9592e-02,-3.6038e-02,2.8795e-02,6.4275e-02,5.2393e-02,-3.9789e-02,-3.7524e-02,-4.4319e-02,3.8317e-02,-2.7834e-02,4.0122e-02,4.4271e-02,-3.6901e-02,-1.4811e-03,-4.5509e-02,-5.1338e-02,4.8188e-02,4.9664e-02,1.3861e-02,4.6831e-02,1.0785e-02,-3.2367e-02,6.9381e-03,3.5574e-03,-1.7073e-02,5.0025e-02,-4.7116e-02,-4.8633e-02,-4.7133e-02,5.6409e-02,1.8349e-03,-4.3784e-03,-2.5866e-02,-4.7983e-02,4.0722e-02
3.7145e-02,1.5465e-03,-3.9921e-03,4.7283e-04,-3.9900e-03,5.2880e-02,3.6001e-02,-4.2338e-02,4.8585e-02,1.3148e-02,-4.1454e-02,4.5260e-02,4.9659e-02,3.2039e-02,1.4950e-02,4.0258e-02,2.4290e-02,-2.3157e-02,2.9744e-02,3.3205e-02,2.8597e-02,-1.3635e-02,3.5607e-02,3.7186e-02,-3.7351e-03,4.5433e-02,-3.8433e-02,4.7870e-02,1.8494e-02,-2.6840e-02,-4.1351e-02,3.4649e-02,1.5675e-02,4.3065e-02,-2.6248e-02,3.7353e-02,2.3303e-02,-2.4202e-02,4.0517e-02,4.1918e-02,-1.5242e-02,1.4742e-02,1.1649e-02
-2.2848e-01,-2.2873e-01,-4.3146e-01,-9.3963e-02,-3.8861e-02,-7.5683e-02,-2.3101e-01,-4.2224e-01,-3.8534e-01,1.4716e-01,-9.1091e-02,-1.6100e-01,-1.5251e-01,4.5054e-02,2.5268e-01,2.3250e-01,-1.7863e-01,3.8106e-02,6.2890e-02,1.4029e-01,1.4393e-01,-1.4981e-01,5.0113e-01,3.4887e-02,1.6024e-01,2.0270e-01,3.3929e-01,1.7690e-02,2.3990e-01,2.0195e-01,8.0971e-02,-1.7270e-01,-3.4892e-02,-1.1532e-01,1.7357e-01,4.4244e-02,2.0426e-01,7.7487e-02,1.5623e-01,7.2156e-02,-2.3849e-01,-5.2307e-02,-2.7180e-01
-2.1232e-01,-9.2804e-02,-2.3635e-01,-3.7329e-01,1.6302e-01,-2.6951e-01,-3.7225e-01,1.0324e-01,2.7808e-01,7.6752e-02,-5.8138e-02,1.1333e-02,8.7193e-02,-3.4351e-02,5.2162e-02,1.7414e-01,-8.4296e-02,8.4661e-02,3.8012e-02,1.6192e-02,-5.5304e-05,1.7539e-01,1.8195e-01,-1.2421e-01,1.5064e-01,3.9871e-02,3.2986e-01,8.1973e-02,-8.4833e-02,7.4775e-02,1.8218e-01,2.7418e-02,-1.9915e-01,1.9897e-01,-2.3215e-01,-8.8654e-02,-1.2371e-01,2.5988e-01,3.7742e-02,2.2444e-01,1.5486e-02,-2.2820e-01,-2.7750e-01
1.0769e-01,-1.6017e-01,-1.2564e-01,-3.9882e-01,-4.3038e-01,-5.9797e-02,8.4611e-02,3.2048e-01,-2.5188e-01,4.9515e-02,3.5002e-01,2.9346e-01,3.2842e-01,-1.9914e-01,-9.9340e-02,-1.1650e-01,4.0268e-01,-3.7908e-01,2.1324e-01,-1.4418e-02,4.2104e-02,8.7343e-02,-3.0115e-01,1.8230e-01,-6.1761e-02,-1.5611e-01,-1.7750e-03,2.8594e-01,-1.9333e-01,-1.3532e-01,-5.4260e-02,-2.0520e-01,1.5029e-01,-2.6261e-01,-6.9265e-02,5.0025e-02,-2.3975e-01,1.6389e-01,5.4822e-02,-1.1993e-01,2.6123e-01,3.3982e-01,3.7604e-01
-3.0130e-01,-1.1674e-01,-8.5751e-02,1.8554e-01,-2.7566e-02,1.9433e-01,2.2169e-01,-1.8820e-01,-9.4053e-02,-7.4318e-02,-1.0922e-01,9.9557e-02,1.9145e-01,-1.7392e-01,1.4162e-01,-2.9440e-01,1.0619e-01,-9.1317e-02,4.2341e-01,-9.1583e-02,1.6446e-01,-3.2781e-02,-1.2806e-01,4.2667e-02,-7.7270e-02,4.9349e-01,-7.8250e-02,1.0369e-01,-1.7231e-01,-1.4590e-01,-4.2898e-02,1.3990e-01,8.3584e-02,-3.0267e-01,1.8427e-01,-1.1170e-01,1.3938e-02,-1.7749e-01,5.8798e-01,-2.8544e-01,-1.8157e-01,8.7794e-02,-8.0123e-03
9.7585e-02,1.1367e-01,-1.4205e-01,2.3365e-01,-1.0423e-01,3.1792e-01,2.9816e-01,1.4768e-01,4.9721e-02,-2.3419e-01,2.3487e-01,1.0354e-01,-6.2438e-02,1.2868e-01,-1.2986e-01,-1.3602e-01,-7.9494e-02,7.7440e-02,-9.6960e-02,-1.0414e-01,-2.8661e-02,-1.5561e-01,-1.7026e-01,-2.6975e-02,-1.1212e-01,-1.1398e-01,-1.5533e-01,-2.1413e-01,-1.6585e-01,-7.9011e-02,-1.4767e-02,1.4302e-02,5.0403e-02,-3.6259e-02,1.2625e-01,1.2377e-01,1.7772e-02,-2.2015e-01,1.5131e-01,-2.6290e-01,3.3908e-02,9.1399e-02,2.6123e-01
-1.3836e-01,-7.7098e-02,1.6546e-01,-4.0883e-02,-3.9077e-01,-1.3828e-01,2.4387e-01,-9.3301e-02,5.4700e-02,-1.6315e-02,-4.5663e-01,1.8549e-01,1.9461e-01,-2.1574e-01,1.2001e-01,1.1465e-01,4.9810e-02,-1.1034e-01,2.7568e-01,-5.6889e-02,5.9818e-02,3.3687e-02,-2.9328e-02,-5.7326e-02,7.1550e-02,1.3381e-01,8.2831e-02,2.9983e-01,-2.2090e-01,-1.7923e-01,1.1722e-01,6.5668e-02,2.8584e-01,-3.7717e-01,1.1774e-01,-5.1653e-01,2.1849e-01,-1.8074e-01,3.2237e-01,-2.7368e-01,1.5116e-01,3.1638e-01,1.1665e-02
